Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
1079,81713,Male,Loyal Customer,23,Young,Business travel,Eco Plus,907,1,1,1,1,1,1,1,1,1,4,4,2,3,1,3,0.0,0
1080,42402,Male,disloyal Customer,18,Teen,Business travel,Eco Plus,817,2,0,2,1,5,2,4,5,2,5,1,2,5,5,0,5.0,0
1081,14788,Female,disloyal Customer,27,Young,Business travel,Eco,622,4,0,4,3,5,4,5,5,4,2,3,1,4,5,75,61.0,0
1082,16996,Male,Loyal Customer,23,Young,Business travel,Business,843,3,2,2,2,3,3,3,3,2,3,4,1,4,3,0,0.0,0
1083,59008,Female,Loyal Customer,24,Young,Business travel,Business,1723,1,1,1,1,5,4,5,5,5,5,5,4,5,5,80,103.0,1
1084,13602,Male,Loyal Customer,48,Senior,Business travel,Eco Plus,227,4,3,3,3,4,4,4,4,2,2,1,3,4,4,0,0.0,1
1085,98144,Female,Loyal Customer,33,Mid,Business travel,Eco,745,3,3,3,3,3,3,3,3,3,1,4,2,4,3,0,0.0,0
1086,27994,Female,Loyal Customer,19,Young,Personal Travel,Eco,1616,4,4,4,3,1,4,4,1,3,4,4,4,4,1,2,0.0,0
1087,116125,Male,Loyal Customer,48,Senior,Personal Travel,Eco,342,1,5,1,2,2,1,2,2,3,4,5,5,5,2,4,0.0,0
1088,110235,Male,Loyal Customer,26,Young,Business travel,Business,2401,2,2,2,2,4,4,4,4,5,5,4,3,4,4,0,0.0,1
1089,104696,Male,Loyal Customer,53,Senior,Business travel,Business,159,2,2,4,2,3,5,4,5,5,4,4,4,5,5,15,13.0,1
1090,18662,Male,Loyal Customer,19,Young,Personal Travel,Eco,262,3,4,3,4,1,3,1,1,1,1,2,2,4,1,3,0.0,0
1091,50454,Female,disloyal Customer,18,Teen,Business travel,Eco,326,1,0,0,3,3,0,2,3,3,3,5,1,2,3,0,0.0,0
1092,35298,Female,Loyal Customer,61,Old,Business travel,Eco,944,2,2,2,2,5,4,4,3,3,2,3,1,3,3,87,79.0,0
1093,17541,Female,Loyal Customer,19,Young,Personal Travel,Business,970,1,4,0,3,1,0,1,1,4,5,4,3,4,1,12,0.0,0
1094,99655,Female,Loyal Customer,9,Teen,Business travel,Business,920,3,3,3,3,3,2,3,3,3,1,3,4,4,3,7,3.0,0
1095,63601,Male,Loyal Customer,29,Young,Business travel,Business,1440,5,5,5,5,4,4,4,4,5,2,5,5,5,4,8,9.0,1
1096,69836,Male,Loyal Customer,38,Mid,Business travel,Business,1592,2,4,4,4,3,4,3,2,2,2,2,1,2,4,0,0.0,0
1097,57583,Female,disloyal Customer,27,Young,Business travel,Eco,997,3,3,3,3,3,3,3,3,3,3,4,3,4,3,0,0.0,0
1098,4987,Male,Loyal Customer,48,Senior,Business travel,Business,502,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0,1
1099,94548,Female,Loyal Customer,55,Senior,Business travel,Eco,528,2,1,1,1,2,3,4,2,2,2,2,1,2,1,5,0.0,0
1100,48059,Female,Loyal Customer,26,Young,Personal Travel,Eco,677,4,2,5,3,3,5,3,3,1,1,4,4,4,3,0,5.0,1
1101,14437,Female,disloyal Customer,33,Mid,Business travel,Eco,674,1,1,1,3,5,1,5,5,2,4,1,5,2,5,0,0.0,0
1102,79398,Female,Loyal Customer,62,Old,Business travel,Business,3424,3,3,3,3,3,4,4,3,3,3,3,2,3,4,0,0.0,0
1103,48238,Male,Loyal Customer,38,Mid,Personal Travel,Eco,391,3,4,3,1,2,3,2,2,5,2,5,3,5,2,68,77.0,0
1104,49494,Female,Loyal Customer,36,Mid,Business travel,Business,209,4,4,4,4,4,1,5,5,5,4,4,4,5,2,0,0.0,1
1105,21101,Male,Loyal Customer,39,Mid,Business travel,Eco,227,3,5,5,5,3,3,3,3,3,3,3,1,3,3,42,34.0,0
1106,93160,Male,Loyal Customer,27,Young,Personal Travel,Eco,1183,1,5,1,3,5,1,5,5,4,5,3,3,5,5,20,0.0,0
1107,40831,Male,Loyal Customer,33,Mid,Business travel,Business,3151,3,2,3,3,5,5,5,5,3,3,4,1,1,5,2,15.0,1
1108,16414,Male,Loyal Customer,47,Senior,Business travel,Business,2356,2,2,2,2,3,3,3,2,2,1,2,3,2,2,0,0.0,0
1109,67575,Male,Loyal Customer,39,Mid,Business travel,Business,1235,2,2,2,2,5,4,5,2,2,2,2,3,2,5,8,0.0,1
1110,5675,Female,disloyal Customer,27,Young,Business travel,Business,147,2,2,2,1,2,2,2,2,3,4,5,5,5,2,0,0.0,0
1111,83603,Male,Loyal Customer,56,Senior,Business travel,Business,409,2,2,2,2,3,4,5,4,4,4,4,4,4,3,18,6.0,1
1112,126503,Male,Loyal Customer,67,Old,Personal Travel,Eco,1788,2,2,2,3,2,2,2,2,3,4,4,1,4,2,0,7.0,0
1113,97633,Male,Loyal Customer,34,Mid,Personal Travel,Eco,748,2,2,2,3,3,2,3,3,4,3,4,1,3,3,129,122.0,0
1114,105253,Male,Loyal Customer,43,Mid,Business travel,Business,2106,1,1,1,1,3,5,5,4,4,4,4,5,4,4,5,0.0,1
1115,128930,Male,Loyal Customer,51,Senior,Business travel,Business,2241,3,3,3,3,4,4,5,4,4,4,4,3,4,5,0,0.0,1
1116,63692,Female,Loyal Customer,39,Mid,Business travel,Business,853,3,3,3,3,4,4,5,5,5,5,5,4,5,3,0,0.0,1
1117,10592,Male,Loyal Customer,58,Senior,Business travel,Business,2957,5,5,5,5,2,5,4,4,4,4,5,5,4,5,45,44.0,1
1118,65236,Female,disloyal Customer,38,Mid,Business travel,Business,190,4,4,4,1,1,4,1,1,4,3,4,5,4,1,0,0.0,1
1119,75594,Female,disloyal Customer,21,Young,Business travel,Eco,337,0,0,0,3,5,0,5,5,2,4,2,2,2,5,0,0.0,1
1120,37492,Male,Loyal Customer,37,Mid,Business travel,Business,2376,1,5,5,5,1,3,4,1,1,1,1,4,1,3,0,0.0,0
1121,89014,Female,Loyal Customer,53,Senior,Business travel,Business,1919,3,1,1,1,4,3,3,3,3,2,3,4,3,2,100,80.0,0
1122,50921,Male,Loyal Customer,11,Teen,Personal Travel,Eco,337,2,4,2,2,5,2,5,5,2,2,5,4,3,5,0,0.0,0
1123,108325,Female,Loyal Customer,46,Senior,Business travel,Business,1844,5,5,5,5,4,4,4,5,5,5,5,4,5,5,39,43.0,1
1124,67894,Female,Loyal Customer,46,Senior,Personal Travel,Eco,1205,4,1,4,3,4,3,3,1,1,4,1,4,1,2,0,0.0,0
1125,70093,Male,disloyal Customer,26,Young,Business travel,Business,550,3,4,4,2,2,4,2,2,5,2,4,4,4,2,0,0.0,0
1126,65907,Male,Loyal Customer,28,Young,Business travel,Business,3935,2,2,2,2,5,5,5,5,5,2,5,4,5,5,0,0.0,1
1127,44188,Female,Loyal Customer,37,Mid,Business travel,Business,2979,4,4,4,4,4,4,4,5,5,5,5,1,5,4,0,0.0,1
1128,81300,Male,Loyal Customer,51,Senior,Personal Travel,Eco Plus,1020,2,0,2,3,5,2,1,5,4,3,3,3,5,5,52,30.0,0
1129,98286,Male,Loyal Customer,36,Mid,Personal Travel,Eco,1136,5,4,5,3,1,5,1,1,4,2,3,3,4,1,0,28.0,1
1130,126924,Female,Loyal Customer,59,Senior,Personal Travel,Business,651,4,2,4,3,3,3,3,2,2,4,2,4,2,3,0,0.0,0
1131,649,Male,disloyal Customer,37,Mid,Business travel,Business,164,3,2,2,5,4,2,4,4,3,3,4,3,4,4,0,31.0,0
1132,70975,Male,Loyal Customer,43,Mid,Business travel,Business,802,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0,0.0,1
1133,25240,Female,Loyal Customer,14,Teen,Personal Travel,Eco,919,2,4,2,2,5,2,5,5,4,4,3,2,5,5,0,0.0,0
1134,122472,Female,Loyal Customer,49,Senior,Business travel,Business,3365,4,4,4,4,2,4,5,4,4,4,4,4,4,4,0,0.0,1
1135,118617,Male,Loyal Customer,25,Young,Business travel,Business,651,2,5,5,5,2,2,2,2,4,1,1,4,2,2,96,80.0,0
1136,95726,Female,Loyal Customer,22,Young,Business travel,Eco,453,2,5,5,5,2,3,1,2,2,3,2,4,3,2,0,23.0,0
1137,2072,Male,Loyal Customer,72,Old,Business travel,Business,2450,3,3,3,3,4,2,2,3,3,3,3,2,3,4,12,0.0,0
1138,74312,Male,Loyal Customer,55,Senior,Business travel,Business,3121,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,3.0,1
1139,100888,Female,disloyal Customer,34,Mid,Business travel,Business,377,3,3,3,5,4,3,2,4,4,3,4,5,4,4,0,0.0,0
1140,117017,Female,Loyal Customer,36,Mid,Business travel,Business,2993,2,2,2,2,1,3,4,2,2,2,2,3,2,4,9,24.0,0
1141,27978,Male,Loyal Customer,31,Mid,Business travel,Eco,2378,2,3,5,3,1,2,2,3,1,4,3,2,4,2,0,12.0,0
1142,70390,Male,Loyal Customer,38,Mid,Business travel,Business,1562,4,4,4,4,4,4,5,4,4,4,4,5,4,3,13,8.0,1
1143,43795,Female,disloyal Customer,20,Young,Business travel,Eco,282,3,4,3,4,2,3,2,2,1,5,3,2,3,2,0,0.0,0
1144,41892,Female,Loyal Customer,47,Senior,Business travel,Business,129,2,2,2,2,2,5,2,4,4,4,4,1,4,1,12,8.0,1
1145,110075,Male,Loyal Customer,76,Old,Business travel,Business,579,5,2,2,2,1,4,3,5,5,4,5,2,5,1,0,0.0,0
1146,20727,Male,Loyal Customer,28,Young,Personal Travel,Eco,707,1,5,1,2,5,1,2,5,4,3,5,3,5,5,0,0.0,0
1147,49704,Male,Loyal Customer,35,Mid,Business travel,Business,3732,4,4,4,4,3,2,4,5,5,5,5,1,5,5,0,1.0,1
1148,81384,Female,Loyal Customer,49,Senior,Business travel,Eco,874,2,3,3,3,5,3,3,2,2,2,2,1,2,1,0,0.0,0
1149,70802,Female,Loyal Customer,15,Teen,Personal Travel,Eco Plus,328,2,3,4,1,4,4,4,4,4,5,3,3,5,4,0,0.0,0
1150,117350,Male,Loyal Customer,32,Mid,Business travel,Business,296,4,4,4,4,5,5,5,5,4,2,4,4,4,5,0,0.0,1
1151,94917,Male,Loyal Customer,55,Senior,Business travel,Business,2132,3,4,2,4,3,4,4,3,3,3,3,4,3,2,0,0.0,0
1152,72231,Male,disloyal Customer,24,Young,Business travel,Business,919,4,2,4,5,1,4,1,1,5,2,4,3,4,1,10,0.0,1
1153,28781,Male,Loyal Customer,8,Teen,Business travel,Business,2053,4,4,4,4,5,5,5,5,5,2,5,5,5,5,0,0.0,1
1154,122659,Female,disloyal Customer,39,Mid,Business travel,Business,361,1,1,1,3,1,1,1,1,5,3,4,3,4,1,0,6.0,0
1155,19566,Female,Loyal Customer,22,Young,Business travel,Eco,173,2,4,4,4,2,2,3,2,2,1,4,1,3,2,13,14.0,0
1156,14415,Female,Loyal Customer,42,Mid,Business travel,Business,2632,4,4,4,4,1,4,3,4,4,4,4,3,4,2,23,22.0,1
1157,37387,Male,Loyal Customer,45,Mid,Business travel,Business,2931,1,1,2,1,4,4,1,5,5,5,5,2,5,2,0,0.0,1
1158,2501,Female,disloyal Customer,24,Young,Business travel,Eco,280,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3.0,0
1159,61751,Female,Loyal Customer,15,Teen,Personal Travel,Eco,1608,4,5,4,4,2,4,2,2,3,4,4,5,4,2,0,0.0,1
1160,60840,Female,Loyal Customer,53,Senior,Business travel,Business,1754,1,1,1,1,5,3,5,5,5,4,5,3,5,3,0,0.0,1
1161,103475,Female,Loyal Customer,56,Senior,Business travel,Business,2719,5,5,5,5,5,5,4,3,3,4,3,3,3,3,0,0.0,1
1162,93139,Female,Loyal Customer,29,Young,Business travel,Business,1791,3,3,3,3,5,5,5,5,5,4,5,5,4,5,9,0.0,1
1163,74739,Male,Loyal Customer,8,Teen,Personal Travel,Eco,1464,2,4,2,2,2,2,2,2,5,4,3,3,4,2,0,0.0,0
1164,37097,Female,Loyal Customer,41,Mid,Business travel,Business,2417,3,3,2,3,2,3,4,4,4,4,4,4,4,4,0,28.0,1
1165,122896,Female,Loyal Customer,48,Senior,Business travel,Business,2416,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0,1
1166,118916,Female,Loyal Customer,62,Old,Personal Travel,Eco,570,2,4,2,1,4,4,5,4,4,2,4,4,4,3,0,0.0,0
1167,11694,Male,Loyal Customer,44,Mid,Business travel,Business,2855,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,12.0,1
1168,127390,Male,Loyal Customer,57,Senior,Business travel,Business,868,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0.0,1
1169,1613,Male,disloyal Customer,62,Old,Business travel,Business,968,2,2,2,3,5,2,5,5,1,3,3,3,3,5,0,1.0,0
1170,96510,Male,Loyal Customer,61,Old,Personal Travel,Eco,436,3,5,3,5,5,3,5,5,4,3,5,3,5,5,28,29.0,0
1171,72817,Female,Loyal Customer,12,Teen,Personal Travel,Eco Plus,1045,1,4,1,1,1,1,1,1,5,4,4,3,5,1,0,0.0,0
1172,87228,Male,Loyal Customer,50,Senior,Business travel,Business,3880,1,1,1,1,3,5,4,4,4,4,4,5,4,4,36,27.0,1
1173,66857,Male,Loyal Customer,11,Teen,Personal Travel,Eco,731,1,2,1,3,5,1,5,5,2,5,3,3,3,5,0,1.0,0
1174,16687,Male,Loyal Customer,65,Old,Personal Travel,Eco Plus,605,1,5,1,5,5,1,5,5,4,3,4,3,4,5,14,6.0,0
1175,69974,Male,Loyal Customer,39,Mid,Business travel,Business,3637,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0.0,1
1176,123377,Male,Loyal Customer,69,Old,Personal Travel,Eco,644,2,4,2,2,5,2,5,5,3,5,5,5,5,5,25,17.0,0
1177,9749,Male,Loyal Customer,55,Senior,Personal Travel,Eco,908,4,4,4,3,5,4,2,5,5,4,4,1,2,5,3,0.0,1
1178,36878,Male,disloyal Customer,22,Young,Business travel,Business,1182,0,0,0,5,1,0,1,1,1,3,3,1,1,1,0,0.0,1
1179,56188,Female,Loyal Customer,12,Teen,Personal Travel,Eco,1569,2,4,2,4,4,2,4,4,1,4,2,3,3,4,0,0.0,0
1180,117387,Female,Loyal Customer,26,Young,Business travel,Eco,912,3,4,3,4,3,3,2,3,1,4,3,3,4,3,0,0.0,0
1181,57805,Female,disloyal Customer,44,Mid,Business travel,Eco,1235,3,3,3,4,1,3,1,1,3,2,4,3,4,1,0,0.0,0
1182,109462,Male,Loyal Customer,38,Mid,Business travel,Business,3048,3,3,2,3,3,4,4,5,5,5,5,3,5,5,8,1.0,1
1183,52980,Male,Loyal Customer,67,Old,Business travel,Business,1208,3,3,3,3,2,4,5,4,4,4,4,5,4,5,0,0.0,1
1184,48052,Male,Loyal Customer,17,Teen,Personal Travel,Eco,677,2,5,2,4,5,2,4,5,3,5,5,4,4,5,0,0.0,0
1185,48042,Male,Loyal Customer,40,Mid,Business travel,Eco,896,1,2,2,2,1,1,1,1,2,4,3,1,4,1,36,25.0,0
1186,81618,Female,Loyal Customer,63,Old,Personal Travel,Eco Plus,334,1,3,2,3,5,4,3,1,1,2,4,1,1,2,17,0.0,0
1187,80276,Female,disloyal Customer,22,Young,Business travel,Eco,746,2,1,1,3,5,1,5,5,4,2,5,3,5,5,27,44.0,0
1188,101631,Female,Loyal Customer,26,Young,Personal Travel,Eco,1371,2,5,1,2,5,1,4,5,4,4,4,4,4,5,0,0.0,0
1189,4280,Male,Loyal Customer,35,Mid,Business travel,Eco,502,4,4,3,4,4,4,4,4,1,3,3,1,1,4,0,0.0,1
1190,35632,Female,Loyal Customer,30,Young,Business travel,Eco Plus,1047,4,2,2,2,4,4,4,4,4,2,4,1,1,4,0,0.0,1
1191,54547,Male,Loyal Customer,60,Senior,Personal Travel,Eco,925,3,5,3,3,2,3,5,2,5,1,2,2,3,2,8,0.0,0
1192,81291,Female,Loyal Customer,66,Old,Personal Travel,Eco,1020,1,5,1,5,1,1,5,2,2,1,2,3,2,3,7,0.0,0
1193,40654,Male,disloyal Customer,22,Young,Business travel,Eco,599,0,0,0,1,5,0,5,5,3,3,5,3,4,5,6,0.0,1
1194,113570,Female,Loyal Customer,32,Mid,Business travel,Business,3699,5,5,5,5,3,4,4,3,4,3,5,3,5,3,1,0.0,1
1195,116585,Male,Loyal Customer,44,Mid,Business travel,Business,2745,2,2,2,2,3,5,5,4,4,4,4,3,4,3,98,84.0,1
1196,22904,Male,Loyal Customer,60,Senior,Personal Travel,Eco Plus,151,4,4,4,4,3,4,3,3,5,5,5,4,4,3,19,4.0,0
1197,44712,Male,Loyal Customer,26,Young,Personal Travel,Eco,268,5,0,5,1,5,5,5,5,3,3,5,4,5,5,13,0.0,1
1198,70897,Male,Loyal Customer,40,Mid,Business travel,Business,1721,4,4,4,4,3,5,4,4,4,4,4,3,4,5,12,9.0,1
1199,98484,Female,disloyal Customer,34,Mid,Business travel,Business,402,4,4,4,2,2,4,2,2,4,3,5,3,5,2,2,0.0,0
1200,13787,Male,Loyal Customer,52,Senior,Personal Travel,Eco,878,2,3,2,2,5,2,1,5,1,1,1,2,3,5,0,0.0,0
1201,2395,Male,disloyal Customer,21,Young,Business travel,Eco,641,3,0,3,3,1,3,1,1,5,5,5,5,5,1,0,0.0,0
1202,72992,Male,disloyal Customer,36,Mid,Business travel,Eco,696,3,3,3,4,1,3,4,1,4,1,1,2,2,1,25,24.0,0
1203,46484,Male,Loyal Customer,54,Senior,Business travel,Eco,73,4,1,4,4,4,4,4,4,4,4,5,1,1,4,0,0.0,1
1204,100300,Female,disloyal Customer,23,Young,Business travel,Eco,1011,2,2,2,3,3,2,3,3,4,5,2,3,3,3,15,35.0,0
1205,128704,Female,Loyal Customer,25,Young,Business travel,Business,1464,3,3,3,3,4,4,4,4,5,3,4,4,5,4,0,0.0,1
1206,5183,Male,Loyal Customer,50,Senior,Business travel,Business,2977,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,5.0,1
1207,48103,Female,disloyal Customer,42,Mid,Business travel,Eco,236,2,5,2,4,4,2,4,4,2,1,3,5,5,4,1,5.0,0
1208,42586,Male,Loyal Customer,34,Mid,Business travel,Eco Plus,315,4,4,4,4,4,4,4,4,5,2,3,1,4,4,0,0.0,1
1209,126730,Female,disloyal Customer,26,Young,Business travel,Eco,1165,2,2,2,4,2,2,2,2,3,2,3,1,4,2,63,50.0,0
1210,108384,Male,Loyal Customer,9,Teen,Personal Travel,Eco,1844,1,5,1,4,1,1,1,1,3,3,3,4,4,1,0,0.0,0
1211,6411,Male,Loyal Customer,62,Old,Personal Travel,Eco,240,3,4,3,3,5,3,1,5,1,5,4,3,3,5,10,3.0,0
1212,85645,Female,Loyal Customer,55,Senior,Business travel,Business,2804,5,5,5,5,4,4,4,5,5,5,4,3,5,4,0,0.0,1
1213,79909,Male,disloyal Customer,26,Young,Business travel,Eco,1035,3,3,3,2,1,3,1,1,1,3,2,4,3,1,29,13.0,0
1214,34868,Male,Loyal Customer,63,Old,Business travel,Eco,2248,5,2,2,2,5,5,5,5,2,3,4,3,5,5,14,11.0,1
1215,45586,Female,Loyal Customer,39,Mid,Business travel,Eco,260,4,5,3,5,4,4,4,4,4,4,1,2,4,4,13,0.0,1
1216,31080,Male,Loyal Customer,56,Senior,Business travel,Eco Plus,775,2,2,2,2,2,2,2,2,4,1,4,4,4,2,4,6.0,0
1217,49890,Female,Loyal Customer,43,Mid,Business travel,Business,89,0,4,0,3,1,3,5,3,3,3,3,2,3,1,0,0.0,1
1218,87948,Female,Loyal Customer,7,Teen,Personal Travel,Business,545,3,3,3,4,2,3,2,2,1,3,4,2,3,2,0,0.0,0
1219,46125,Male,Loyal Customer,28,Young,Business travel,Business,2801,4,4,4,4,4,4,4,4,3,2,4,3,2,4,14,38.0,1
1220,116340,Male,Loyal Customer,45,Mid,Personal Travel,Eco,308,2,4,2,4,3,2,3,3,5,2,5,3,5,3,0,0.0,0
1221,53751,Female,Loyal Customer,53,Senior,Business travel,Business,2003,5,5,5,5,3,4,5,4,4,4,4,3,4,4,50,21.0,1
1222,106747,Female,Loyal Customer,39,Mid,Business travel,Business,3311,1,2,2,2,3,4,4,1,1,1,1,2,1,1,0,0.0,0
1223,113965,Female,disloyal Customer,28,Young,Business travel,Eco,1750,2,2,2,3,2,2,5,2,2,1,3,3,4,2,20,22.0,0
1224,112312,Male,disloyal Customer,20,Young,Business travel,Business,853,5,0,5,1,2,5,2,2,4,4,4,5,4,2,8,0.0,1
1225,30090,Male,Loyal Customer,7,Teen,Personal Travel,Eco,399,4,5,4,4,4,4,4,4,4,3,1,1,4,4,0,0.0,0
1226,102102,Female,Loyal Customer,59,Senior,Business travel,Business,258,2,2,2,2,2,3,3,2,2,2,2,2,2,4,0,0.0,0
1227,58114,Male,Loyal Customer,40,Mid,Personal Travel,Eco,589,1,5,2,1,1,2,1,1,3,5,4,3,5,1,27,12.0,0
1228,38196,Female,Loyal Customer,38,Mid,Personal Travel,Eco,1185,3,3,3,3,1,3,1,1,3,2,3,1,3,1,56,54.0,0
1229,45505,Male,Loyal Customer,54,Senior,Business travel,Eco Plus,674,3,1,1,1,3,3,3,3,2,3,4,2,3,3,9,7.0,0
1230,15676,Male,Loyal Customer,52,Senior,Business travel,Eco,617,4,2,2,2,4,4,4,4,3,2,4,2,4,4,0,0.0,1
1231,53222,Female,Loyal Customer,23,Young,Business travel,Business,2486,2,2,2,2,5,5,5,5,4,1,3,1,2,5,0,1.0,1
1232,11709,Male,Loyal Customer,39,Mid,Business travel,Business,2207,1,1,1,1,4,5,5,5,5,5,5,5,5,3,27,46.0,1
1233,126578,Male,Loyal Customer,54,Senior,Personal Travel,Eco,1558,1,5,1,1,5,1,5,5,5,2,4,4,4,5,2,12.0,0
1234,108717,Female,Loyal Customer,22,Young,Personal Travel,Eco Plus,321,3,4,3,5,3,3,3,3,4,4,1,5,4,3,63,60.0,0
1235,3603,Male,Loyal Customer,25,Young,Personal Travel,Eco,999,2,5,2,2,2,2,2,2,3,3,5,5,5,2,0,0.0,0
1236,14432,Female,Loyal Customer,11,Teen,Personal Travel,Business,674,3,5,3,2,5,3,5,5,4,3,4,5,5,5,7,23.0,0
1237,62166,Female,disloyal Customer,62,Old,Business travel,Eco,912,2,2,2,2,2,2,5,2,1,3,2,4,3,2,88,53.0,0
1238,62599,Male,Loyal Customer,38,Mid,Business travel,Eco,226,5,5,5,5,5,5,5,5,1,3,2,3,5,5,0,0.0,1
1239,90908,Female,disloyal Customer,16,Teen,Business travel,Eco,581,1,1,1,3,2,1,2,2,2,2,3,4,3,2,2,0.0,0
1240,124571,Male,Loyal Customer,60,Senior,Business travel,Business,3199,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0.0,1
1241,77718,Female,Loyal Customer,41,Mid,Business travel,Eco,874,3,1,1,1,3,3,3,3,1,4,2,4,2,3,2,0.0,0
1242,120043,Male,Loyal Customer,47,Senior,Business travel,Business,168,0,4,0,4,2,4,5,3,3,3,3,5,3,4,0,3.0,1
1243,17861,Male,Loyal Customer,40,Mid,Business travel,Business,2512,4,4,4,4,4,4,1,5,5,5,5,4,5,4,44,30.0,1
1244,19353,Female,disloyal Customer,37,Mid,Business travel,Eco,589,4,0,4,1,5,4,5,5,5,5,5,1,4,5,69,64.0,0
1245,10040,Female,Loyal Customer,60,Senior,Business travel,Business,2702,5,5,5,5,2,5,5,5,5,5,5,3,5,5,13,5.0,1
1246,22768,Male,Loyal Customer,36,Mid,Business travel,Business,3796,3,3,3,3,1,3,3,4,4,4,4,3,4,1,1,1.0,1
1247,94685,Female,Loyal Customer,27,Young,Business travel,Business,2251,2,2,2,2,5,5,5,5,4,5,5,4,5,5,0,0.0,1
1248,67791,Female,Loyal Customer,40,Mid,Business travel,Eco,1242,4,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0.0,0
1249,22732,Female,Loyal Customer,45,Mid,Business travel,Business,2311,4,4,4,4,4,2,3,5,5,5,5,5,5,3,0,0.0,1
1250,82252,Male,Loyal Customer,48,Senior,Business travel,Business,1481,5,2,5,5,4,4,5,4,4,4,4,4,4,5,16,27.0,1
1251,106307,Female,Loyal Customer,31,Mid,Business travel,Business,1909,1,1,1,1,5,5,5,5,5,4,5,5,4,5,9,8.0,1
1252,84197,Female,disloyal Customer,25,Young,Business travel,Business,432,3,0,3,4,4,3,4,4,4,2,4,3,4,4,3,5.0,0
1253,32730,Male,Loyal Customer,58,Senior,Business travel,Eco,101,4,3,3,3,4,4,4,4,4,4,1,5,3,4,0,0.0,1
1254,68234,Female,Loyal Customer,37,Mid,Business travel,Business,432,3,3,3,3,5,5,4,5,5,5,5,5,5,5,0,0.0,1
1255,117375,Male,Loyal Customer,51,Senior,Business travel,Business,1294,3,3,3,3,3,5,5,5,5,5,5,5,5,5,20,19.0,1
1256,107259,Male,Loyal Customer,40,Mid,Business travel,Business,1655,5,4,5,5,3,5,4,3,3,4,3,3,3,5,8,1.0,1
1257,31221,Male,Loyal Customer,32,Mid,Personal Travel,Eco,628,2,2,2,3,4,2,4,4,4,3,3,4,4,4,20,1.0,0
1258,87975,Male,Loyal Customer,45,Mid,Business travel,Business,3246,1,1,1,1,5,5,4,2,2,2,2,4,2,4,0,0.0,1
1259,99142,Female,Loyal Customer,51,Senior,Business travel,Business,3733,2,2,5,2,2,4,5,5,5,5,5,4,5,4,3,2.0,1
1260,88011,Male,Loyal Customer,55,Senior,Business travel,Business,3208,4,4,4,4,5,5,5,4,4,4,4,3,4,4,32,32.0,1
1261,88606,Female,Loyal Customer,10,Teen,Personal Travel,Eco,271,2,3,2,4,5,2,5,5,1,1,4,2,3,5,46,38.0,0
1262,78053,Male,Loyal Customer,15,Teen,Personal Travel,Eco,332,1,4,1,1,3,1,1,3,5,4,4,4,5,3,0,0.0,0
1263,69423,Female,disloyal Customer,37,Mid,Business travel,Eco,696,2,2,2,3,3,2,3,3,3,2,1,3,4,3,0,0.0,0
1264,107108,Male,Loyal Customer,33,Mid,Business travel,Business,1806,3,3,3,3,4,4,4,4,3,5,5,4,5,4,41,29.0,1
1265,128133,Female,Loyal Customer,23,Young,Personal Travel,Eco Plus,1587,2,5,2,4,1,2,1,1,3,4,4,3,5,1,0,0.0,0
1266,42904,Female,disloyal Customer,25,Young,Business travel,Eco,200,1,0,1,1,5,1,5,5,4,5,3,1,2,5,0,0.0,0
1267,107409,Male,Loyal Customer,48,Senior,Business travel,Eco,725,3,2,2,2,3,3,3,3,2,4,3,4,4,3,3,0.0,0
1268,12680,Male,Loyal Customer,45,Mid,Business travel,Eco,803,4,3,4,4,4,4,4,4,4,3,3,4,4,4,66,78.0,0
1269,16259,Male,Loyal Customer,33,Mid,Business travel,Business,748,5,5,5,5,3,3,3,3,2,2,3,5,2,3,88,73.0,1
1270,5928,Male,Loyal Customer,20,Young,Personal Travel,Eco,108,2,5,2,3,4,2,4,4,5,5,5,4,5,4,0,0.0,0
1271,58975,Male,Loyal Customer,45,Mid,Business travel,Business,1726,1,1,3,1,4,5,4,5,5,5,5,5,5,4,24,0.0,1
1272,53769,Male,Loyal Customer,39,Mid,Personal Travel,Eco,1195,3,4,3,3,2,3,2,2,4,5,5,3,5,2,0,0.0,0
1273,761,Male,Loyal Customer,48,Senior,Business travel,Business,3447,0,0,0,3,2,4,5,5,5,5,2,4,5,3,0,18.0,1
1274,103941,Female,Loyal Customer,18,Teen,Business travel,Business,533,3,4,4,4,3,3,3,3,3,3,3,1,4,3,0,12.0,0
